E_coli,Total_Coliforms,Enterococci,Turbidity,Residual_Chlorine,Nitrate,Disease_Risk
170,3871,1,50.16,0.38,0.7,HepatitisA
1937,4053,2,5.42,0.11,9.62,Cholera
1455,5098,0,29.39,0.17,1.8,Cholera
60,1435,0,14.15,0.33,10.01,Diarrhea
1160,871,56,11.68,0.06,4.74,Dysentery
207,589,10,7.82,0.36,9.87,Diarrhea
168,1133,82,3.3,0.1,14.96,Dysentery
167,3939,27,47.82,0.24,11.32,HepatitisA
1132,8962,12,45.93,0.0,9.75,Cholera
1933,8123,7,18.34,0.05,4.18,Cholera
79,3385,48,1.75,0.45,23.47,Typhoid
37,2165,41,5.65,0.33,22.63,Typhoid
455,1286,8,15.63,0.11,0.7,Diarrhea
423,192,6,11.53,0.15,7.41,Diarrhea
1209,5584,18,37.35,0.18,1.31,Cholera
50,1311,1,3.92,0.01,5.08,Diarrhea
822,1533,36,7.03,0.07,18.9,Dysentery
1141,1246,86,9.85,0.03,12.87,Dysentery
71,376,15,92.51,0.46,19.19,HepatitisA
1080,2023,18,14.16,0.01,14.84,Cholera
1434,5352,12,20.88,0.15,2.43,Cholera
1776,572,97,5.6,0.05,7.58,Dysentery
282,1299,3,9.71,0.28,8.96,Diarrhea
251,424,2,15.52,0.37,1.06,Diarrhea
1307,713,20,8.04,0.03,13.61,Dysentery
53,2474,18,91.67,0.15,10.08,HepatitisA
499,1989,6,18.23,0.44,13.86,Diarrhea
14,4171,15,5.59,0.45,20.72,Typhoid
369,1747,8,7.0,0.11,14.68,Diarrhea
7,4380,28,48.55,0.45,6.1,HepatitisA
103,712,13,8.29,0.47,22.26,Typhoid
1515,1156,77,5.19,0.08,13.89,Dysentery
270,709,97,14.83,0.21,6.66,Dysentery
568,1620,10,29.98,0.02,1.78,Cholera
1054,2801,17,11.34,0.17,13.53,Cholera
89,3858,12,3.36,0.76,19.6,Typhoid
178,1460,18,55.61,0.46,2.58,HepatitisA
317,1001,5,12.46,0.33,0.72,Diarrhea
171,1625,3,20.58,0.17,6.2,HepatitisA
661,2420,7,9.98,0.0,3.51,Cholera
33,4995,23,62.13,0.44,5.65,HepatitisA
769,1617,22,3.58,0.04,17.81,Dysentery
1786,1456,51,10.94,0.11,11.04,Dysentery
341,718,11,5.45,0.03,11.49,Diarrhea
306,1373,60,4.96,0.13,16.26,Dysentery
373,1011,7,7.99,0.09,11.58,Diarrhea
1340,1705,43,6.72,0.15,9.04,Dysentery
32,3737,27,90.3,0.48,4.01,HepatitisA
1665,1802,21,3.47,0.2,17.26,Dysentery
1025,7473,1,47.35,0.05,9.56,Cholera
1669,1710,84,11.64,0.11,4.63,Dysentery
787,6895,8,47.65,0.06,7.63,Cholera
132,1021,30,4.23,0.6,18.01,Typhoid
342,999,0,7.5,0.36,12.23,Diarrhea
1734,9031,18,26.32,0.13,12.36,Cholera
1530,1077,9,6.05,0.12,8.15,Cholera
418,1545,1,14.16,0.26,13.8,Diarrhea
1138,511,33,14.74,0.18,17.57,Dysentery
584,1933,65,10.58,0.09,7.6,Dysentery
143,3338,30,8.3,0.24,17.14,Typhoid
951,8679,0,44.36,0.18,2.98,Cholera
153,2543,16,25.18,0.39,12.89,HepatitisA
1022,3897,7,45.99,0.03,3.36,Cholera
125,2996,15,51.29,0.28,2.28,HepatitisA
188,4650,15,39.98,0.17,14.3,Cholera
59,3678,1,70.2,0.19,18.22,HepatitisA
1610,9407,7,40.15,0.09,3.24,Cholera
1870,1086,92,2.84,0.29,14.0,Dysentery
175,4386,3,59.93,0.07,0.18,HepatitisA
201,1633,10,16.42,0.1,6.3,Diarrhea
58,2397,11,8.31,0.31,11.67,Typhoid
938,9682,8,46.5,0.06,9.85,Cholera
190,1206,14,3.54,0.17,5.7,Diarrhea
196,1295,1,11.4,0.28,7.68,Diarrhea
1081,6069,3,24.36,0.17,8.89,Cholera
320,7679,16,44.93,0.17,16.15,Cholera
1463,6782,2,29.08,0.05,1.66,Cholera
108,552,10,6.68,0.67,11.28,Typhoid
464,9609,6,8.23,0.05,3.96,Cholera
814,2363,14,21.22,0.16,13.67,Cholera
365,2564,12,41.74,0.08,4.4,Cholera
1034,1153,9,12.88,0.16,10.86,Cholera
93,969,6,79.29,0.09,15.19,HepatitisA
40,4186,19,6.36,0.69,29.75,Typhoid
149,2432,45,9.87,0.66,24.42,Typhoid
49,2596,24,73.21,0.35,16.4,HepatitisA
1757,523,69,13.16,0.24,2.86,Dysentery
141,6429,4,48.88,0.06,8.65,Cholera
19,2604,36,2.46,0.73,17.63,Typhoid
145,3362,27,80.49,0.16,1.03,HepatitisA
1092,1188,8,46.03,0.18,9.13,Cholera
1753,4208,8,20.09,0.08,15.19,Cholera
5,4124,15,29.67,0.19,17.29,HepatitisA
35,2215,49,9.4,0.38,11.72,Typhoid
85,3998,48,5.96,0.38,20.71,Typhoid
352,1585,12,5.82,0.14,9.37,Diarrhea
49,2853,25,51.71,0.01,9.34,HepatitisA
51,794,8,66.87,0.45,8.21,HepatitisA
74,3297,15,1.96,0.7,14.27,Typhoid
102,2896,20,6.66,0.4,16.92,Typhoid
369,1382,10,17.53,0.19,3.12,Diarrhea
1534,8133,12,17.53,0.09,15.53,Cholera
200,375,3,4.97,0.32,4.51,Diarrhea
89,2880,24,1.93,0.65,15.81,Typhoid
1264,571,11,28.5,0.07,2.1,Cholera
126,1531,6,19.31,0.03,10.55,Diarrhea
96,4183,46,7.67,0.67,26.18,Typhoid
318,7874,17,39.51,0.05,11.68,Cholera
1944,383,69,14.91,0.19,15.46,Dysentery
34,4037,36,9.66,0.46,15.29,Typhoid
86,482,24,54.88,0.19,8.59,HepatitisA
133,411,59,2.09,0.22,17.58,Dysentery
128,270,8,4.63,0.33,0.74,Diarrhea
85,519,10,9.63,0.2,14.97,Diarrhea
1546,310,58,7.24,0.18,12.59,Dysentery
54,731,22,2.31,0.51,26.44,Typhoid
134,1787,13,92.38,0.22,9.09,HepatitisA
128,782,29,65.73,0.39,4.68,HepatitisA
17,4255,35,9.43,0.61,28.4,Typhoid
880,883,94,3.14,0.0,18.12,Dysentery
268,528,56,9.57,0.08,13.57,Dysentery
1123,908,79,4.12,0.04,3.21,Dysentery
180,1642,2,3.33,0.03,11.04,Diarrhea
185,4547,13,30.55,0.37,3.19,HepatitisA
71,628,15,55.74,0.39,6.79,HepatitisA
718,7696,0,33.14,0.01,19.56,Cholera
53,4625,1,96.6,0.15,8.77,HepatitisA
12,2441,49,4.5,0.29,18.69,Typhoid
303,115,4,13.38,0.02,8.8,Diarrhea
437,1218,9,17.46,0.12,11.77,Diarrhea
1083,3332,7,37.18,0.08,7.93,Cholera
139,1022,17,28.9,0.13,18.48,HepatitisA
1233,1767,56,12.85,0.07,12.51,Dysentery
142,249,2,15.93,0.47,5.22,Diarrhea
872,6112,7,38.34,0.13,10.73,Cholera
180,821,8,10.79,0.48,14.32,Diarrhea
119,4779,32,5.18,0.57,15.46,Typhoid
110,535,6,5.16,0.27,7.37,Diarrhea
456,539,14,18.23,0.07,6.81,Diarrhea
138,1441,27,5.92,0.41,29.95,Typhoid
823,1862,31,8.2,0.2,4.44,Dysentery
186,1824,26,28.35,0.47,18.51,HepatitisA
67,4249,48,2.61,0.36,29.76,Typhoid
363,1186,9,7.34,0.34,13.97,Diarrhea
145,2183,23,71.35,0.06,6.15,HepatitisA
114,2527,22,3.44,0.48,12.87,Typhoid
173,866,84,6.23,0.07,10.44,Dysentery
7,4589,23,67.25,0.46,9.81,HepatitisA
50,4998,20,64.47,0.42,14.12,HepatitisA
1881,5088,13,27.97,0.16,7.39,Cholera
88,3586,41,7.2,0.31,12.88,Typhoid
335,961,4,3.37,0.28,3.07,Diarrhea
215,1122,52,10.8,0.02,0.05,Dysentery
61,2501,49,5.69,0.74,21.48,Typhoid
46,2812,43,6.55,0.5,10.5,Typhoid
497,310,7,18.88,0.44,4.55,Diarrhea
516,1592,95,3.07,0.17,2.82,Dysentery
1182,5839,14,31.93,0.11,1.78,Cholera
154,2216,14,47.85,0.41,8.88,HepatitisA
901,667,77,11.46,0.25,14.92,Dysentery
127,1381,72,5.68,0.14,1.69,Dysentery
51,1585,45,7.11,0.71,28.03,Typhoid
185,851,7,15.65,0.48,8.29,HepatitisA
41,3638,25,7.12,0.3,17.64,Typhoid
134,1354,12,3.21,0.08,12.36,Diarrhea
660,2524,13,31.06,0.15,17.1,Cholera
94,2259,41,3.04,0.71,12.32,Typhoid
1051,4537,16,19.85,0.08,11.26,Cholera
973,1776,20,2.14,0.06,10.8,Dysentery
23,895,29,7.99,0.34,23.15,Typhoid
1211,2601,17,13.32,0.01,4.37,Cholera
1202,717,72,2.35,0.28,9.01,Dysentery
1046,2001,12,18.8,0.14,11.59,Cholera
434,3219,0,36.16,0.07,0.66,Cholera
1426,1131,20,4.12,0.05,3.41,Dysentery
544,1002,99,9.49,0.11,5.62,Dysentery
177,2333,23,40.29,0.1,10.77,HepatitisA
463,1886,0,16.49,0.37,14.19,Diarrhea
123,846,7,55.14,0.4,16.68,HepatitisA
1440,4332,1,5.8,0.05,12.39,Cholera
181,1946,10,41.36,0.15,8.95,HepatitisA
126,4564,18,1.56,0.58,27.48,Typhoid
165,1596,0,7.83,0.35,5.48,Diarrhea
1239,1296,82,14.74,0.24,13.35,Dysentery
49,2469,47,4.31,0.34,13.2,Typhoid
339,1181,12,15.45,0.24,1.66,Diarrhea
151,1878,28,97.98,0.07,2.73,HepatitisA
1793,997,48,5.31,0.09,7.51,Dysentery
118,710,12,16.66,0.06,2.78,Diarrhea
1794,627,27,9.31,0.17,3.99,Dysentery
56,253,33,2.4,0.77,13.28,Typhoid
127,1808,13,15.08,0.34,13.86,Diarrhea
79,3562,38,6.75,0.72,27.45,Typhoid
604,5333,14,44.38,0.09,19.02,Cholera
295,1943,7,16.29,0.49,2.08,Diarrhea
1525,3434,13,44.15,0.0,9.16,Cholera
250,1575,11,17.71,0.06,6.07,Diarrhea
52,4494,12,1.25,0.39,27.55,Typhoid
143,247,18,27.89,0.22,16.24,HepatitisA
97,2344,11,54.65,0.06,9.3,HepatitisA
1445,2650,2,5.36,0.16,17.61,Cholera
52,2054,35,9.5,0.29,22.23,Typhoid
1912,747,35,8.15,0.04,5.69,Dysentery
650,5813,18,20.93,0.01,4.27,Cholera
1923,801,28,14.47,0.28,18.2,Dysentery
1027,1780,58,7.59,0.04,8.83,Dysentery
88,1714,9,12.02,0.16,7.1,Diarrhea
31,2416,5,30.45,0.11,11.9,HepatitisA
38,2917,16,9.05,0.69,28.1,Typhoid
71,3479,32,1.86,0.36,29.24,Typhoid
264,940,10,19.12,0.13,2.52,Diarrhea
285,1849,10,17.44,0.35,2.32,Diarrhea
1791,908,24,8.56,0.16,8.75,Dysentery
1545,6310,3,12.16,0.08,8.4,Cholera
1312,9405,17,36.13,0.1,7.21,Cholera
335,1342,13,13.12,0.34,9.06,Diarrhea
140,1129,33,2.12,0.1,4.03,Dysentery
34,650,31,4.25,0.72,10.8,Typhoid
811,1422,33,7.71,0.24,6.82,Dysentery
1216,9346,3,46.96,0.01,10.81,Cholera
1926,400,37,10.79,0.09,14.7,Dysentery
94,1709,41,5.88,0.22,18.64,Typhoid
51,2185,27,8.9,0.37,12.74,Typhoid
1234,5249,7,22.31,0.16,13.27,Cholera
518,1693,93,7.12,0.05,15.65,Dysentery
844,388,81,6.53,0.03,12.89,Dysentery
426,1874,4,6.28,0.44,6.75,Diarrhea
434,792,14,11.29,0.29,0.13,Diarrhea
75,4578,12,12.56,0.05,17.64,HepatitisA
58,1630,27,56.47,0.04,16.34,HepatitisA
761,6467,0,12.87,0.13,13.62,Cholera
1416,1556,0,26.31,0.13,5.58,Cholera
1458,1163,36,4.42,0.03,14.04,Dysentery
89,4820,14,5.83,0.54,18.66,Typhoid
150,2503,6,58.93,0.3,18.99,HepatitisA
104,585,8,16.85,0.34,7.8,Diarrhea
93,2858,37,7.63,0.36,27.49,Typhoid
29,3595,24,4.91,0.6,24.14,Typhoid
458,261,1,18.26,0.3,5.2,Diarrhea
1154,1983,42,7.39,0.19,14.96,Dysentery
134,1043,15,37.03,0.28,12.22,HepatitisA
57,3175,39,2.62,0.69,21.71,Typhoid
274,1211,12,14.2,0.1,4.25,Diarrhea
206,123,8,17.44,0.33,14.96,Diarrhea
382,1660,12,19.27,0.2,10.49,Diarrhea
618,3969,16,30.27,0.13,2.55,Cholera
1135,1080,62,2.6,0.16,18.59,Dysentery
481,1933,56,6.36,0.13,2.13,Dysentery
1816,5143,3,50.0,0.17,16.57,Cholera
32,3273,16,78.69,0.01,16.56,HepatitisA
91,4793,15,2.29,0.73,17.37,Typhoid
6,4313,29,44.57,0.33,19.64,HepatitisA
1588,879,30,8.51,0.27,3.29,Dysentery
18,947,14,3.84,0.55,25.52,Typhoid
398,3680,6,18.91,0.14,12.73,Cholera
1,2882,29,79.51,0.03,0.5,HepatitisA
44,4594,39,7.52,0.4,29.56,Typhoid
343,1182,52,12.67,0.07,18.71,Dysentery
512,1476,98,8.36,0.07,0.89,Dysentery
151,3940,23,98.52,0.48,15.63,HepatitisA
1397,1259,9,29.88,0.05,10.02,Cholera
96,1520,7,7.95,0.22,3.29,Diarrhea
444,1955,2,10.09,0.31,2.03,Diarrhea
71,3367,17,99.03,0.22,1.48,HepatitisA
511,1941,36,14.11,0.25,5.14,Dysentery
1715,4241,12,37.08,0.04,1.42,Cholera
1174,2155,6,44.1,0.14,12.55,Cholera
371,428,11,12.44,0.3,13.52,Diarrhea
198,1731,14,36.12,0.01,11.39,Cholera
133,1210,1,3.94,0.38,7.8,Diarrhea
157,1451,2,61.71,0.24,18.6,HepatitisA
166,357,23,32.52,0.23,9.27,HepatitisA
124,786,11,8.78,0.35,19.23,Typhoid
103,3154,17,9.5,0.53,11.41,Typhoid
488,658,6,6.49,0.02,13.44,Diarrhea
1087,6540,6,48.35,0.12,12.61,Cholera
142,4853,45,3.88,0.77,27.9,Typhoid
439,142,12,15.41,0.13,11.34,Diarrhea
431,1605,10,12.92,0.32,14.9,Diarrhea
146,2755,0,23.73,0.37,12.09,HepatitisA
325,684,86,5.14,0.06,2.24,Dysentery
96,3217,38,2.09,0.48,14.1,Typhoid
476,1436,2,3.46,0.28,12.06,Diarrhea
1093,6375,8,17.74,0.14,7.49,Cholera
158,9083,18,11.55,0.01,0.65,Cholera
445,5744,16,31.64,0.03,14.49,Cholera
346,553,7,8.81,0.16,8.76,Diarrhea
32,2123,46,2.72,0.23,16.48,Typhoid
1929,1447,83,11.38,0.23,17.09,Dysentery
202,1456,8,18.38,0.46,10.87,Diarrhea
53,2503,17,6.39,0.51,28.09,Typhoid
608,3175,0,35.92,0.01,1.2,Cholera
184,495,10,5.0,0.36,12.38,Diarrhea
13,1416,35,7.18,0.34,11.57,Typhoid
1530,5244,7,35.81,0.16,1.07,Cholera
442,7844,0,20.42,0.17,13.84,Cholera
70,4098,18,6.6,0.37,20.45,Typhoid
80,4367,25,75.02,0.01,17.04,HepatitisA
88,3413,10,46.66,0.15,4.98,HepatitisA
1995,926,87,4.22,0.29,18.92,Dysentery
242,361,0,19.43,0.32,7.36,Diarrhea
131,4535,42,5.44,0.32,17.18,Typhoid
84,597,9,3.96,0.28,10.75,Diarrhea
79,3848,44,9.27,0.47,25.18,Typhoid
172,401,16,99.34,0.33,2.22,HepatitisA
127,3977,6,79.24,0.46,3.17,HepatitisA
255,1403,11,13.97,0.38,4.02,Diarrhea
424,378,13,17.57,0.09,1.02,Diarrhea
677,1255,38,5.85,0.15,11.0,Dysentery
200,1725,10,4.63,0.31,5.1,Diarrhea
284,632,10,14.45,0.22,9.92,Diarrhea
855,3517,1,34.64,0.07,11.84,Cholera
676,9373,3,10.74,0.12,10.91,Cholera
1363,905,11,40.11,0.07,11.18,Cholera
1733,9996,12,22.59,0.13,18.84,Cholera
748,9258,2,38.6,0.15,9.24,Cholera
170,979,16,51.09,0.41,17.44,HepatitisA
175,431,13,12.58,0.19,3.25,Diarrhea
79,948,29,5.11,0.49,22.01,Typhoid
1822,928,62,13.7,0.16,4.67,Dysentery
114,424,21,75.01,0.46,16.27,HepatitisA
123,1756,11,7.66,0.33,27.92,Typhoid
53,2773,30,9.48,0.23,13.84,Typhoid
243,6327,16,30.77,0.07,12.02,Cholera
233,1549,13,18.69,0.25,4.68,Diarrhea
360,7365,18,13.5,0.04,7.64,Cholera
489,1622,14,12.4,0.07,14.87,Diarrhea
1748,782,77,10.43,0.06,15.38,Dysentery
364,395,1,13.78,0.0,4.37,Diarrhea
103,305,38,5.01,0.38,23.74,Typhoid
122,2176,15,5.94,0.58,17.42,Typhoid
870,861,61,3.32,0.24,18.67,Dysentery
266,7790,9,25.56,0.13,16.88,Cholera
200,1360,17,13.19,0.01,13.17,Cholera
1490,486,67,4.89,0.03,6.97,Dysentery
106,479,21,64.33,0.25,4.37,HepatitisA
190,3046,22,29.86,0.11,6.01,HepatitisA
1988,385,46,10.49,0.18,19.6,Dysentery
142,131,0,10.5,0.38,10.64,Diarrhea
96,2346,45,7.01,0.39,14.63,Typhoid
160,4201,17,19.2,0.26,10.32,HepatitisA
55,895,42,4.71,0.35,18.28,Typhoid
135,2124,21,8.1,0.43,19.45,Typhoid
1576,1592,58,2.94,0.22,7.08,Dysentery
15,1711,12,1.6,0.25,19.52,Typhoid
1719,7021,9,38.57,0.1,0.38,Cholera
62,1424,15,35.6,0.19,0.51,HepatitisA
183,3074,5,47.28,0.15,16.3,Cholera
66,620,28,68.25,0.34,8.24,HepatitisA
397,1423,8,13.66,0.11,1.43,Diarrhea
140,4285,8,37.2,0.33,18.55,HepatitisA
10,208,10,79.75,0.08,1.18,HepatitisA
238,841,2,12.08,0.34,3.0,Diarrhea
895,2445,1,24.82,0.12,19.14,Cholera
103,924,19,17.44,0.14,6.5,Cholera
178,1214,24,80.87,0.34,17.54,HepatitisA
352,5263,4,48.13,0.01,12.73,Cholera
431,1000,7,17.42,0.2,11.93,Diarrhea
798,6020,17,43.36,0.14,2.46,Cholera
1234,974,95,6.28,0.28,18.16,Dysentery
128,834,18,7.82,0.56,27.08,Typhoid
733,546,76,7.85,0.27,16.02,Dysentery
127,3807,29,9.98,0.61,28.5,Typhoid
273,7577,11,36.23,0.12,15.87,Cholera
485,1105,6,17.61,0.17,2.97,Diarrhea
105,3877,41,2.29,0.65,17.28,Typhoid
922,687,1,40.3,0.03,7.03,Cholera
108,1539,8,16.29,0.2,0.93,Diarrhea
228,1404,99,7.33,0.26,0.27,Dysentery
135,3177,19,99.83,0.4,15.74,HepatitisA
564,1127,93,3.33,0.21,16.68,Dysentery
890,4229,17,15.93,0.05,9.26,Cholera
1193,7467,11,13.42,0.07,19.2,Cholera
152,2804,15,71.1,0.41,0.13,HepatitisA
184,3870,29,90.21,0.19,9.12,HepatitisA
9,2996,15,99.79,0.14,13.68,HepatitisA
197,1895,0,18.3,0.03,11.37,Diarrhea
1524,2287,13,46.18,0.13,1.84,Cholera
142,1359,25,29.22,0.48,15.83,HepatitisA
720,6243,10,15.01,0.08,0.73,Cholera
113,2776,25,80.2,0.14,12.3,HepatitisA
1141,1625,14,14.2,0.15,10.81,Cholera
50,3379,33,7.73,0.39,20.0,Typhoid
68,916,11,17.1,0.12,3.77,Diarrhea
1465,341,35,14.08,0.18,12.29,Dysentery
122,875,7,9.74,0.43,1.18,Diarrhea
177,3050,24,11.97,0.43,11.57,HepatitisA
156,1895,2,18.16,0.34,11.8,Diarrhea
144,3533,14,4.77,0.22,17.15,Typhoid
962,7228,3,16.12,0.03,12.45,Cholera
310,566,11,8.25,0.2,7.49,Diarrhea
1827,5296,10,23.43,0.02,18.6,Cholera
139,2750,19,71.13,0.0,18.97,HepatitisA
846,951,37,13.33,0.27,2.82,Dysentery
1460,926,74,8.64,0.16,1.93,Dysentery
114,3918,20,2.26,0.67,17.52,Typhoid
464,1546,0,18.17,0.04,8.05,Cholera
1416,8377,3,43.04,0.17,14.24,Cholera
61,3215,16,4.63,0.51,19.27,Typhoid
54,4132,35,6.3,0.37,10.1,Typhoid
1501,508,26,6.59,0.06,15.72,Dysentery
241,858,6,3.61,0.39,9.35,Diarrhea
16,1483,38,3.02,0.5,14.62,Typhoid
1089,7299,7,39.75,0.05,1.94,Cholera
338,1826,40,8.69,0.29,4.57,Dysentery
1361,1934,46,5.24,0.08,7.2,Dysentery
759,905,66,10.42,0.26,5.67,Dysentery
141,6391,12,46.21,0.08,1.4,Cholera
130,852,34,7.78,0.56,19.13,Typhoid
58,1282,41,8.67,0.5,23.88,Typhoid
1459,1670,38,6.03,0.13,5.3,Dysentery
122,1408,15,5.19,0.24,10.54,Typhoid
41,3756,40,4.64,0.75,29.84,Typhoid
121,4886,15,34.66,0.17,16.16,HepatitisA
24,4886,16,16.43,0.25,18.8,HepatitisA
151,3016,18,23.67,0.36,18.08,HepatitisA
53,1980,2,27.7,0.21,10.85,HepatitisA
23,1440,11,78.51,0.17,10.32,HepatitisA
19,2007,33,7.29,0.79,21.18,Typhoid
63,492,8,19.87,0.07,7.18,Diarrhea
380,1164,9,5.28,0.31,5.52,Diarrhea
1050,331,77,2.5,0.21,6.91,Dysentery
1592,1808,16,36.36,0.08,11.9,Cholera
1277,919,68,14.74,0.15,5.1,Dysentery
26,3892,4,77.92,0.24,8.77,HepatitisA
26,2631,19,5.13,0.41,10.72,Typhoid
984,1856,80,7.82,0.12,4.95,Dysentery
144,4924,1,53.68,0.29,9.25,HepatitisA
1654,1996,55,7.97,0.14,4.44,Dysentery
126,3939,39,4.33,0.42,18.94,Typhoid
606,1675,16,22.07,0.05,19.99,Cholera
832,775,27,10.14,0.25,4.88,Dysentery
137,4905,19,88.54,0.03,15.11,HepatitisA
160,4813,29,45.18,0.41,7.84,HepatitisA
145,3221,1,15.71,0.2,12.2,HepatitisA
1234,6495,1,30.62,0.14,11.19,Cholera
1147,2875,13,41.97,0.13,7.16,Cholera
70,1904,6,7.48,0.14,3.25,Diarrhea
16,1489,24,32.53,0.05,17.83,HepatitisA
134,371,13,1.42,0.59,23.69,Typhoid
121,3921,33,9.22,0.77,25.65,Typhoid
1966,1386,71,2.39,0.21,5.14,Dysentery
1441,6043,11,30.65,0.13,6.42,Cholera
89,2760,26,52.94,0.17,2.88,HepatitisA
293,1063,12,11.72,0.02,7.19,Diarrhea
769,1043,60,3.81,0.22,7.41,Dysentery
1448,2961,10,17.94,0.14,4.42,Cholera
277,8891,0,19.89,0.16,1.23,Cholera
144,1715,11,12.8,0.48,10.38,Diarrhea
1385,1848,16,17.09,0.08,15.01,Cholera
452,1916,8,11.2,0.19,18.38,Cholera
1969,2119,5,5.33,0.03,2.3,Cholera
1044,1372,14,16.33,0.07,14.22,Cholera
15,1937,5,39.17,0.12,12.68,HepatitisA
437,1246,51,6.07,0.06,11.63,Dysentery
345,1482,9,19.7,0.23,7.0,Diarrhea
405,510,8,13.93,0.42,0.58,Diarrhea
43,3624,32,6.63,0.51,26.37,Typhoid
1220,1032,20,10.14,0.17,10.04,Dysentery
1603,517,62,2.77,0.15,7.33,Dysentery
417,4266,8,38.3,0.01,12.31,Cholera
18,1381,11,9.08,0.79,18.48,Typhoid
1225,783,95,10.15,0.03,13.44,Dysentery
694,1189,80,10.41,0.22,3.35,Dysentery
149,2076,25,45.35,0.14,19.02,HepatitisA
196,1261,41,5.6,0.05,8.46,Dysentery
136,2332,48,4.62,0.35,11.87,Typhoid
932,1402,55,3.35,0.04,12.22,Dysentery
17,3151,47,1.15,0.69,29.88,Typhoid
771,3773,18,5.05,0.18,18.32,Cholera
346,1126,12,9.58,0.03,2.1,Diarrhea
65,1939,28,64.66,0.33,1.12,HepatitisA
358,281,10,5.86,0.3,5.73,Diarrhea
374,312,0,18.78,0.46,5.4,Diarrhea
1303,1364,59,8.27,0.05,0.53,Dysentery
130,4370,23,80.47,0.1,16.47,HepatitisA
885,2557,14,42.91,0.07,3.97,Cholera
1298,612,31,10.64,0.2,14.47,Dysentery
434,1025,10,18.16,0.25,7.09,Diarrhea
46,1855,44,3.8,0.25,12.91,Typhoid
36,4898,37,3.92,0.3,26.92,Typhoid
1131,1922,29,10.91,0.12,2.71,Dysentery
36,993,33,2.84,0.61,18.11,Typhoid
169,1977,77,12.24,0.27,15.13,Dysentery
470,784,0,6.45,0.46,9.83,Diarrhea
11,3269,48,6.75,0.58,15.6,Typhoid
110,1891,19,5.89,0.39,23.15,Typhoid
28,3152,49,3.94,0.21,23.86,Typhoid
331,658,12,5.82,0.09,11.55,Diarrhea
231,237,8,5.29,0.21,9.36,Diarrhea
56,3721,10,57.63,0.07,15.81,HepatitisA
853,937,24,5.37,0.23,7.96,Dysentery
32,4121,26,86.66,0.04,8.93,HepatitisA
1950,9748,8,45.24,0.1,13.37,Cholera
21,3951,26,19.57,0.17,5.43,HepatitisA
95,904,41,4.24,0.66,13.34,Typhoid
587,6904,1,35.33,0.09,5.47,Cholera
100,488,14,13.3,0.11,2.62,Diarrhea
1069,7559,6,21.24,0.03,7.88,Cholera
42,2406,34,8.06,0.27,22.0,Typhoid
491,2875,3,19.39,0.14,15.78,Cholera
44,1338,36,1.65,0.29,28.93,Typhoid
1270,5671,12,8.27,0.02,6.61,Cholera
128,2047,5,29.76,0.21,18.64,HepatitisA
167,542,6,17.45,0.04,11.77,Diarrhea
118,1651,13,9.7,0.21,3.32,Diarrhea
607,1286,62,2.63,0.21,18.42,Dysentery
77,2710,11,18.69,0.33,15.42,HepatitisA
1960,852,1,23.23,0.13,10.27,Cholera
227,1549,12,11.03,0.22,1.31,Diarrhea
138,1869,20,1.96,0.39,21.83,Typhoid
844,1798,53,9.22,0.25,2.95,Dysentery
292,1909,14,12.92,0.36,3.25,Diarrhea
919,3229,1,39.11,0.0,8.92,Cholera
41,678,23,60.49,0.2,6.23,HepatitisA
60,3125,18,7.66,0.58,29.53,Typhoid
1844,901,31,8.97,0.23,9.48,Dysentery
224,1687,50,10.5,0.09,7.7,Dysentery
108,3581,5,16.21,0.03,16.76,HepatitisA
174,2734,20,82.94,0.24,2.75,HepatitisA
136,1478,12,4.4,0.38,22.77,Typhoid
89,4660,32,9.59,0.44,15.86,Typhoid
1840,4609,2,42.87,0.07,4.16,Cholera
1250,1386,80,7.21,0.27,18.75,Dysentery
585,5604,7,39.42,0.1,1.36,Cholera
351,1128,61,12.08,0.15,14.68,Dysentery
96,406,12,4.48,0.68,22.58,Typhoid
111,3548,15,2.68,0.73,13.95,Typhoid
1136,1318,12,36.55,0.06,13.28,Cholera
27,608,14,2.98,0.69,28.71,Typhoid
70,1080,14,6.36,0.37,0.65,Diarrhea
147,496,18,71.77,0.08,0.24,HepatitisA
51,2318,48,5.37,0.31,25.22,Typhoid
330,1709,74,3.78,0.01,2.1,Dysentery
1789,1463,45,13.12,0.27,12.65,Dysentery
151,1644,6,16.56,0.11,10.68,Diarrhea
42,667,15,6.97,0.21,25.16,Typhoid
139,3950,45,3.99,0.32,21.85,Typhoid
224,1552,11,5.25,0.11,7.32,Diarrhea
1193,1906,56,9.71,0.15,15.31,Dysentery
321,794,4,4.11,0.22,9.07,Diarrhea
56,3855,41,3.14,0.21,22.02,Typhoid
300,1343,1,3.86,0.2,6.45,Diarrhea
31,4261,28,15.39,0.08,15.72,HepatitisA
77,4281,20,6.0,0.22,22.76,Typhoid
125,1210,29,6.91,0.5,10.62,Typhoid
50,1704,2,21.04,0.13,8.22,HepatitisA
639,5885,2,27.09,0.05,0.98,Cholera
933,119,60,13.92,0.17,1.18,Dysentery
1465,1115,92,8.93,0.11,0.88,Dysentery
326,1700,7,15.93,0.39,5.86,Diarrhea
1355,6811,5,6.42,0.08,13.58,Cholera
31,1288,26,1.57,0.54,23.83,Typhoid
112,1556,39,2.66,0.45,11.34,Typhoid
